"","wunifrac.PC.1","wunifrac.PC.2","wunifrac.PC.3","wunifrac.PC.4"
"L3.Caffeine.metabolism",0.0479742485706452,0.004468315868036,-0.0041157869356487,-0.00467788454730268
"L3.Calcium.signaling.pathway",0.110416588110929,-0.0337430986534821,-0.0128694092283786,0.00631422772488778
"L3.Caprolactam.degradation",8.63400685480758e-09,-4.3874496455695e-07,3.74590357052203e-07,5.26141424820767e-07
"L3.Carbohydrate.digestion.and.absorption",-7.87231624150799e-08,-1.48085315453131e-06,6.55159371810646e-07,8.96179233751065e-07
"L3.Carbohydrate.metabolism",-3.80522078270421e-07,-2.65541574854155e-07,2.15414700656484e-07,1.59637633611978e-07
"L3.Carbon.fixation.in.photosynthetic.organisms",-9.16563640256588e-08,-3.58824663723338e-08,1.17051145325318e-07,1.19629818844327e-07
"L3.Carbon.fixation.pathways.in.prokaryotes",-4.59881193024748e-08,-1.85581717636601e-08,6.08483758301517e-08,9.42638942047969e-08
"L3.Cardiac.muscle.contraction",-2.34628582009166e-05,-1.92936666652265e-05,1.39491165089162e-05,2.02602457096453e-05
"L3.Carotenoid.biosynthesis",-2.02899363896965e-05,-2.63987829713443e-07,-2.88956437344109e-06,-1.27650985537601e-06
"L3.Cell.cycle",NA,NA,NA,NA
"L3.Cell.cycle...Caulobacter",1.04256470469137e-07,1.30850621796163e-07,2.5805297982841e-07,2.47167379975867e-07
"L3.Cell.cycle...yeast",NA,NA,NA,NA
"L3.Cell.division",-1.85724304692322e-06,-4.91755548989094e-07,6.32241718486518e-07,1.13743463893487e-06
"L3.Cell.motility.and.secretion",-1.20503338680235e-07,-3.41452701170164e-10,4.26001788318019e-07,3.85583954672885e-07
"L3.Cellular.antigens",-2.44623063903532e-06,-1.39271339778235e-06,1.0186029247505e-06,3.00218182825037e-07
"L3.Chagas.disease..American.trypanosomiasis.",7.39497452597929e-06,-6.17364572811343e-06,2.79655234974123e-06,2.25664437223962e-06
"L3.Chaperones.and.folding.catalysts",-4.18560078987686e-08,-3.03691512408205e-08,7.39263387851524e-08,8.21983146759577e-08
"L3.Chloroalkane.and.chloroalkene.degradation",-2.63681779856424e-07,-2.02394299518057e-07,1.50084402012249e-07,4.68155256805735e-07
"L3.Chlorocyclohexane.and.chlorobenzene.degradation",-2.77839688338066e-06,-2.40726770082051e-06,8.42355259832471e-07,2.67595456940691e-06
"L3.Cholinergic.synapse",NA,NA,NA,NA
"L3.Chromosome",8.5289903627875e-09,3.26016217130626e-09,5.44806764603464e-08,7.11132615635077e-08
"L3.Chronic.myeloid.leukemia",-0.0428614449605625,-0.0479651210900146,0.0319699548932642,0.0630806046266648
"L3.Circadian.rhythm...plant",0.00655002290217258,-0.00428180332569139,-0.0049819107578429,0.00860705929204774
"L3.Citrate.cycle..TCA.cycle.",-8.19299060839944e-08,-5.38974516975028e-08,6.78933744681358e-08,9.68756397082828e-08
"L3.Clavulanic.acid.biosynthesis",NA,NA,NA,NA
"L3.Colorectal.cancer",0.00359027868092285,0.000140136333234755,8.4704536689392e-05,-0.000198794055250567
"L3.Complement.and.coagulation.cascades",NA,NA,NA,NA
"L3.Cyanoamino.acid.metabolism",-4.6402497840832e-07,-1.77959526416739e-07,2.14081837343465e-07,2.02492185900407e-07
"L3.Cysteine.and.methionine.metabolism",7.39601849464436e-09,-8.08953928584512e-10,7.96661229742919e-08,8.43377558246712e-08
"L3.Cytochrome.P450",0.018319347477671,0.133230631002816,-0.0923264191464116,0.0101747868034887
"L3.Cytokine.receptors",NA,NA,NA,NA
"L3.Cytokine.cytokine.receptor.interaction",NA,NA,NA,NA
"L3.Cytoskeleton.proteins",-2.22962418569776e-07,3.5764648408554e-07,2.99463177042857e-07,5.58923601278981e-07
"L3.Cytosolic.DNA.sensing.pathway",NA,NA,NA,NA
"L3.D.Alanine.metabolism",1.42388816522441e-06,4.56671317089676e-07,6.37042619314179e-07,5.19498430696744e-07
"L3.D.Arginine.and.D.ornithine.metabolism",6.27982712264773e-06,9.60932635785465e-06,8.12874577265583e-06,1.34056954300665e-06
"L3.D.Glutamine.and.D.glutamate.metabolism",1.4468836678636e-07,1.44706378738685e-07,6.5677719180378e-07,5.8677999922399e-07
"L3.DNA.repair.and.recombination.proteins",2.34031548085013e-08,8.58348194369894e-09,3.41126516670056e-08,3.56203028565428e-08
"L3.DNA.replication",8.91016507631555e-08,8.58812905502924e-08,1.69919278817031e-07,1.57779954446073e-07
"L3.DNA.replication.proteins",1.7666262413887e-08,1.64297069788736e-08,8.83934762590886e-08,9.68533094709072e-08
"L3.Dilated.cardiomyopathy..DCM.",NA,NA,NA,NA
"L3.Dioxin.degradation",4.17075448305811e-07,-1.85964055670497e-07,3.02407087200929e-07,3.84055137388908e-07
"L3.Drug.metabolism...cytochrome.P450",-1.83708492825718e-08,-7.30991448906047e-07,3.40884893798492e-07,5.5470974470386e-07
"L3.Drug.metabolism...other.enzymes",-1.89191654091224e-07,4.11742874076732e-08,2.78255432056352e-07,2.71627298794142e-07
"L3.ECM.receptor.interaction",NA,NA,NA,NA
"L3.Electron.transfer.carriers",3.29518720703153e-07,-4.082749273608e-07,2.40662004773401e-07,5.28685104306189e-07
"L3.Endocrine.and.other.factor.regulated.calcium.reabsorption",NA,NA,NA,NA
"L3.Endocytosis",0.0284549594991749,-0.00600806630980427,-0.0103794297846243,-0.00381724084223474
"L3.Energy.metabolism",-1.35589321288744e-07,-2.21744218901834e-08,5.66277751966185e-08,9.82586943672259e-08
"L3.Epithelial.cell.signaling.in.Helicobacter.pylori.infection",-8.96020026453214e-07,1.08787853507991e-07,1.00287628360013e-06,1.15333924100677e-06
"L3.ErbB.signaling.pathway",NA,NA,NA,NA
"L3.Ether.lipid.metabolism",-4.07253664141809e-05,1.72430804139932e-05,-1.76851464129731e-05,5.23246392440486e-06
"L3.Ethylbenzene.degradation",-5.02095807832903e-06,-1.35546763060671e-06,9.9687059481551e-07,2.41558986760091e-06
"L3.Fat.digestion.and.absorption",NA,NA,NA,NA
"L3.Fatty.acid.biosynthesis",2.81871213265867e-08,-5.95310342247532e-09,1.26778863808844e-07,1.58371263304242e-07
"L3.Fatty.acid.elongation.in.mitochondria",NA,NA,NA,NA
"L3.Fatty.acid.metabolism",-6.15378090601561e-09,-1.34766963898749e-07,1.22131612042376e-07,2.02185023882936e-07
"L3.Fc.epsilon.RI.signaling.pathway",NA,NA,NA,NA
"L3.Fc.gamma.R.mediated.phagocytosis",0.0284549594991749,-0.00600806630980427,-0.0103794297846243,-0.00381724084223474
"L3.Flagellar.assembly",-1.15591915440915e-07,2.50603309681061e-08,-1.06905321169242e-07,2.50420438650934e-07
"L3.Flavone.and.flavonol.biosynthesis",-2.48918233055329e-05,-6.57508924489225e-07,-1.57044887332459e-06,1.31939030064834e-06
"L3.Flavonoid.biosynthesis",-4.80434115621117e-06,-2.09414171625394e-06,3.84428897722818e-06,7.12907538035757e-06
"L3.Fluorobenzoate.degradation",-8.33513978100808e-07,-1.16424065390272e-06,8.50356853971098e-07,1.13669037027287e-06
"L3.Focal.adhesion",NA,NA,NA,NA
"L3.Folate.biosynthesis",5.6509720510501e-08,-1.577721654586e-08,2.15475130105374e-07,1.72259884740182e-07
"L3.Fructose.and.mannose.metabolism",-6.64777987293868e-08,-2.07213853045144e-08,5.18188510504306e-08,6.85513222562564e-08
"L3.Function.unknown",-6.16742665749776e-09,-1.72151299151873e-08,3.1019584788469e-08,3.75794718933108e-08
"L3.G.protein.coupled.receptors",NA,NA,NA,NA
"L3.GTP.binding.proteins",NA,NA,NA,NA
"L3.Galactose.metabolism",-7.45935641769658e-08,-4.59127033606707e-08,8.68354865591295e-08,5.92369112268101e-08
"L3.Gastric.acid.secretion",NA,NA,NA,NA
"L3.General.function.prediction.only",-2.08694861197466e-08,-2.44067222016720e-09,2.17048877999127e-08,2.6940220035561e-08
"L3.Geraniol.degradation",-3.08909724525983e-07,-4.01859600651131e-07,3.42957021531829e-07,4.12240154575732e-07
"L3.Germination",-8.24679336035627e-06,2.1902208589885e-06,-4.3439380588559e-06,2.57197356588394e-07
"L3.Glioma",NA,NA,NA,NA
"L3.Glutamatergic.synapse",-1.95871477413804e-06,-5.13981114825857e-07,1.21845321949911e-06,9.78620152684693e-07
"L3.Glutathione.metabolism",-5.77754135314765e-08,-1.1894952865707e-07,1.63525676198914e-07,1.77494074898721e-07
"L3.Glycan.bindng.proteins",NA,NA,NA,NA
"L3.Glycan.biosynthesis.and.metabolism",-4.04833638166045e-07,-3.79444190658355e-07,3.9470629187231e-07,8.16373258823387e-07
"L3.Glycerolipid.metabolism",4.87617739607301e-08,-2.32866736754687e-08,1.0428780883849e-07,2.03540457310878e-07
"L3.Glycerophospholipid.metabolism",-6.3124012475085e-08,-3.25993215307522e-08,1.04390595272702e-07,1.71360782609177e-07
"L3.Glycine..serine.and.threonine.metabolism",-5.26736466175171e-08,-3.02559993343598e-08,9.04367471005145e-08,8.23123742254906e-08
"L3.Glycolysis...Gluconeogenesis",8.74231889519486e-09,-1.7298872544774e-08,5.55523538352849e-08,6.39665506404501e-08
"L3.Glycosaminoglycan.biosynthesis...chondroitin.sulfate",0.0552896776579708,-0.000150782300343751,0.0158574278692753,-0.0221805146357645
"L3.Glycosaminoglycan.degradation",-3.34024313096361e-06,-5.11525811970713e-07,8.77762064479947e-07,5.15868648580829e-08
"L3.Glycosphingolipid.biosynthesis...ganglio.series",-4.50876619245538e-06,-1.20290848685794e-06,1.38514667623173e-06,-5.29659686401395e-07
"L3.Glycosphingolipid.biosynthesis...globo.series",-2.57342086623545e-06,-9.0112670551706e-07,8.02243943992686e-07,-5.27394359721435e-08
"L3.Glycosphingolipid.biosynthesis...lacto.and.neolacto.series",-7.16670201054985e-05,-7.89801512637611e-05,7.32902167692365e-05,1.49923580669947e-05
"L3.Glycosylphosphatidylinositol.GPI..anchor.biosynthesis",NA,NA,NA,NA
"L3.Glycosyltransferases",-2.78852296539936e-09,-3.43364429512455e-08,1.90949159568299e-07,1.34282197037351e-07
"L3.Glyoxylate.and.dicarboxylate.metabolism",-1.18021578104863e-07,-4.52598820549754e-08,9.22312755225488e-08,1.23940821169109e-07
"L3.GnRH.signaling.pathway",0.028454959499175,-0.00600806630980427,-0.0103794297846243,-0.00381724084223474
"L3.Hedgehog.signaling.pathway",NA,NA,NA,NA
"L3.Hematopoietic.cell.lineage",NA,NA,NA,NA
"L3.Hepatitis.C",NA,NA,NA,NA
"L3.Histidine.metabolism",-2.76959363630781e-07,1.86526221161368e-08,1.7751380245181e-07,1.75884958504121e-07
"L3.Homologous.recombination",7.88914510897636e-08,4.79462725727931e-08,1.14654303911337e-07,1.12617236438384e-07
"L3.Huntington.s.disease",-1.26797462361402e-06,-5.33845107444283e-07,7.78797991960066e-07,1.5634145833851e-06
"L3.Hypertrophic.cardiomyopathy..HCM.",0.0020552575358276,-0.000943964244691613,-0.00094942026884531,0.00284378230348506
"L3.Indole.alkaloid.biosynthesis",0.0565034732497803,-0.00187284087468765,0.0129025573761341,0.0175625923206519
"L3.Influenza.A",0.00359027868092285,0.000140136333234755,8.4704536689392e-05,-0.000198794055250567
"L3.Inorganic.ion.transport.and.metabolism",-1.20830713039665e-07,-1.45472297196462e-07,1.14214983385414e-07,1.4068923874352e-07
"L3.Inositol.phosphate.metabolism",-1.90049102152978e-07,-2.27897649531125e-07,2.00687393529357e-07,2.27028613757514e-07
"L3.Insulin.signaling.pathway",-6.28727398490748e-07,-7.31489792609644e-07,7.84967097452887e-07,7.4519019523575e-07
"L3.Ion.channels",2.56032947529481e-06,-4.54744216171839e-07,5.86942126724276e-07,4.80927289798465e-07
"L3.Isoflavonoid.biosynthesis",0.00315736159838478,-0.00165908336856058,-0.0016236527413064,0.00558793067657454
"L3.Isoquinoline.alkaloid.biosynthesis",-1.7019315447901e-06,-2.68332852427157e-07,9.54090576138734e-07,1.04669419118656e-06
"L3.Leishmaniasis",NA,NA,NA,NA
"L3.Leukocyte.transendothelial.migration",NA,NA,NA,NA
"L3.Limonene.and.pinene.degradation",-3.44699796764508e-07,-3.76236426340702e-07,2.71804396331275e-07,5.89906059244449e-07
"L3.Linoleic.acid.metabolism",-5.3469754928771e-06,7.2677999548139e-07,1.90639278740367e-06,2.12971219719211e-06
"L3.Lipid.biosynthesis.proteins",-5.01030018710261e-08,-3.55934923806392e-08,1.3827164274422e-07,1.29246387401037e-07
"L3.Lipid.metabolism",-7.58530408455787e-08,-1.42919503885165e-07,2.46925754741001e-07,3.69112322746175e-07
"L3.Lipoic.acid.metabolism",-2.66013479527824e-06,-1.14834620001734e-06,9.07359969229233e-07,4.43126776921973e-07
"L3.Lipopolysaccharide.biosynthesis",-2.31587328952989e-07,-2.30932290243355e-08,2.18229973166354e-07,1.52294002140552e-07
"L3.Lipopolysaccharide.biosynthesis.proteins",-1.34321594855308e-07,-4.17247319907597e-08,1.38795079955087e-07,9.75419119013697e-08
"L3.Long.term.depression",NA,NA,NA,NA
"L3.Long.term.potentiation",NA,NA,NA,NA
"L3.Lysine.biosynthesis",-4.07287933906983e-08,1.26401271090874e-08,1.34228212866434e-07,1.45229540092343e-07
"L3.Lysine.degradation",-2.35765468797617e-07,-1.45372023597375e-07,2.05549550855946e-07,3.16831002355782e-07
"L3.Lysosome",-2.75522377315002e-06,-5.21682032711896e-07,4.91859502306432e-07,-2.00087711729847e-07
"L3.MAPK.signaling.pathway",NA,NA,NA,NA
"L3.MAPK.signaling.pathway...yeast",-2.39273785762724e-06,-1.42074566650842e-07,2.46078472616955e-06,1.40830910922279e-06
"L3.Measles",NA,NA,NA,NA
"L3.Meiosis...yeast",2.75408698390028e-05,-4.69622722224481e-06,-2.8396026950611e-06,-2.14218111189667e-06
"L3.Melanogenesis",-0.00010408993562585,-7.90508782556222e-05,5.89097773176195e-05,7.74322626616278e-05
"L3.Membrane.and.intracellular.structural.molecules",-1.07358932056907e-07,-6.78059357178613e-08,7.85849537844757e-08,7.80358898927107e-08
"L3.Metabolism.of.cofactors.and.vitamins",-2.33167965304735e-08,-1.24693641220348e-07,2.1764872625072e-07,3.63261578734956e-07
"L3.Metabolism.of.xenobiotics.by.cytochrome.P450",1.4784632013381e-08,-7.45794488026989e-07,3.67488387137177e-07,5.40367087022346e-07
"L3.Methane.metabolism",-4.60388595396583e-08,-9.26753627150048e-09,6.11955306580852e-08,8.09281605134287e-08
"L3.Mineral.absorption",1.20332816403269e-05,-1.18091157813927e-06,-1.65830855963411e-05,2.38129354553896e-06
"L3.Mismatch.repair",2.87841710097429e-08,6.64658284001626e-08,1.22648939110173e-07,1.42355540073408e-07
"L3.N.Glycan.biosynthesis",-8.80967103305155e-06,1.61164806410078e-06,3.35969725081718e-06,-4.72265712149323e-07
"L3.NOD.like.receptor.signaling.pathway",-7.47058431614491e-06,9.8095037456175e-08,1.37219062674037e-06,3.48556759542289e-06
"L3.Naphthalene.degradation",-2.92593528884223e-07,-4.39517642867337e-07,3.3744319155334e-07,5.9778112179832e-07
"L3.Neuroactive.ligand.receptor.interaction",NA,NA,NA,NA
"L3.Neurotrophin.signaling.pathway",NA,NA,NA,NA
"L3.Nicotinate.and.nicotinamide.metabolism",-5.28703569179285e-09,-7.61095473557806e-08,1.56400289320672e-07,2.12360961549736e-07
"L3.Nitrogen.metabolism",-1.00924171639925e-07,-4.35330064509924e-08,7.10147338146142e-08,8.4943949328907e-08
"L3.Nitrotoluene.degradation",4.59292758567308e-08,6.13943854132128e-08,2.39603583624557e-07,1.01956211055618e-06
"L3.Non.homologous.end.joining",-2.47134260805406e-05,-7.40908600690196e-06,-1.80986661653348e-06,1.32442648019338e-05
"L3.Notch.signaling.pathway",-0.0428614449605625,-0.0479651210900146,0.0319699548932642,0.0630806046266648
"L3.Novobiocin.biosynthesis",-3.14883292469349e-07,4.79139848307605e-08,6.19102493091045e-07,7.61246077943235e-07
"L3.Nucleotide.excision.repair",3.29166937357149e-07,1.67299827432131e-07,2.90436398477494e-07,3.07279154279619e-07
"L3.Nucleotide.metabolism",2.50643028871598e-07,-1.89744613827064e-07,3.07829014645292e-07,3.96906478069803e-07
"L3.Olfactory.transduction",NA,NA,NA,NA
"L3.One.carbon.pool.by.folate",2.15896585289746e-08,4.85866497361731e-08,1.99685928898365e-07,1.38948805208789e-07
"L3.Oocyte.meiosis",NA,NA,NA,NA
"L3.Other.glycan.degradation",-9.91097014861071e-07,-2.16483470123269e-07,2.06048382131333e-07,-1.04200353697806e-07
"L3.Other.ion.coupled.transporters",-2.96177977274136e-08,-1.94701819796181e-08,3.44117010580258e-08,4.57239063139242e-08
"L3.Other.transporters",-2.44497233724306e-07,-9.51657678273516e-08,1.86205542502807e-07,2.98494697282984e-07
"L3.Other.types.of.O.glycan.biosynthesis",NA,NA,NA,NA
"L3.Others",-3.72677858946111e-08,-2.21368935791787e-08,4.45371698349742e-08,7.1059272526196e-08
"L3.Oxidative.phosphorylation",-4.20641615294766e-08,-2.70300033941821e-08,6.57546803574504e-08,9.95098978281155e-08
"L3.PPAR.signaling.pathway",-1.28303916851256e-06,-1.25079338505002e-06,8.3792764171774e-07,3.1296048113491e-07
"L3.Pancreatic.cancer",NA,NA,NA,NA
"L3.Pancreatic.secretion",NA,NA,NA,NA
"L3.Pantothenate.and.CoA.biosynthesis",-2.2016632178457e-08,1.53988947002613e-08,1.46867839425878e-07,1.44540989920783e-07
"L3.Parkinson.s.disease",-2.25542086413963e-05,-1.92757603696184e-05,1.3984411517886e-05,2.02280512579924e-05
"L3.Pathogenic.Escherichia.coli.infection",0.0178139067622947,-0.0128544780476396,-0.00196179149535642,0.00384751097641927
"L3.Pathways.in.cancer",-1.9866218918852e-06,3.95555987254402e-07,1.61046252241278e-06,2.37934254035218e-06
"L3.Penicillin.and.cephalosporin.biosynthesis",2.05989759622113e-06,-1.36489761242011e-07,1.24816441264271e-06,-2.57551444282766e-07
"L3.Pentose.and.glucuronate.interconversions",-1.9096217152493e-07,-6.58031813705085e-08,6.44890263912157e-08,8.82542397367272e-08
"L3.Pentose.phosphate.pathway",-6.7172795507707e-08,-1.77079653949645e-08,7.68777011451009e-08,9.36560534369166e-08
"L3.Peptidases",-5.55676178141473e-09,-6.38865658713935e-10,3.68183980418626e-08,4.9899377432581e-08
"L3.Peptidoglycan.biosynthesis",1.49714453873523e-07,2.82143349942945e-08,9.50451310639448e-08,9.22780459255462e-08
"L3.Peroxisome",-7.94250081485448e-07,-5.03199101134311e-07,4.27369665351304e-07,2.31633456268636e-07
"L3.Pertussis",-2.72102912256699e-07,-2.24065125279859e-07,2.10263494468496e-07,2.38350408454696e-07
"L3.Phagosome",NA,NA,NA,NA
"L3.Phenylalanine.metabolism",-2.24466131729149e-07,-1.24665510947461e-07,1.54847631345046e-07,2.16910230168911e-07
"L3.Phenylalanine..tyrosine.and.tryptophan.biosynthesis",5.68406905163209e-08,-2.52606306035336e-09,1.3392673316517e-07,9.53641630871324e-08
"L3.Phenylpropanoid.biosynthesis",-1.24010346193375e-06,-3.74362814216904e-07,3.5609050194564e-07,2.21782359799053e-07
"L3.Phosphatidylinositol.signaling.system",5.37728482995463e-08,-2.715199102141e-07,5.67609886247225e-07,6.17882811783758e-07
"L3.Phosphonate.and.phosphinate.metabolism",3.5853712139396e-07,-3.30105246192978e-07,9.48960266307134e-07,7.77091973608623e-07
"L3.Phosphotransferase.system..PTS.",2.98618933356603e-08,-5.46811121129299e-09,2.3194459083863e-08,5.64630982721699e-08
"L3.Photosynthesis",4.30198879711522e-07,2.54910505339956e-07,3.27087969743457e-07,2.8839895994249e-07
"L3.Photosynthesis...antenna.proteins",0.00672785134552579,-0.00186602495318126,-0.000933577033939477,0.000535477871553883
"L3.Photosynthesis.proteins",4.02889713719783e-07,2.13046590085727e-07,3.08286963742026e-07,2.94915680641151e-07
"L3.Phototransduction",NA,NA,NA,NA
"L3.Phototransduction...fly",NA,NA,NA,NA
"L3.Plant.pathogen.interaction",-2.98647788822064e-07,1.74736304557631e-07,2.76539298909622e-07,9.43746014090555e-07
"L3.Polycyclic.aromatic.hydrocarbon.degradation",3.125645461141e-08,5.6753199946806e-07,1.01292814796789e-06,8.20140427220138e-07
"L3.Polyketide.sugar.unit.biosynthesis",-9.44153289996552e-07,-3.23801908376545e-07,4.12148908798045e-07,-1.03244173862464e-07
"L3.Pores.ion.channels",-1.662364385933e-07,-7.05379997256367e-08,9.74559648377963e-08,8.97655846381385e-08
"L3.Porphyrin.and.chlorophyll.metabolism",-1.11039511098806e-07,3.30433798963311e-08,6.17491095439599e-08,9.08336111745739e-08
"L3.Prenyltransferases",-2.55749304189762e-07,4.51120390232595e-08,3.94497172610807e-07,3.56420391981848e-07
"L3.Primary.bile.acid.biosynthesis",-5.02646083378233e-06,-2.96598239831023e-06,3.91120641430562e-06,1.04053913576822e-06
"L3.Primary.immunodeficiency",1.34355843752848e-06,-2.90660657802545e-08,7.12758652573305e-07,1.34806674413807e-06
"L3.Prion.diseases",-9.98683146333758e-07,-3.80961079248048e-06,1.73453607266597e-06,5.74040857023393e-06
"L3.Progesterone.mediated.oocyte.maturation",-7.29953543852896e-06,1.69161813539883e-07,1.3344380755139e-06,3.79680922126293e-06
"L3.Propanoate.metabolism",-1.88244146936631e-10,-4.06428347719631e-08,8.99035272431056e-08,1.26229737855628e-07
"L3.Prostate.cancer",-6.99076186452078e-06,-2.90186137990643e-07,1.52847272605688e-06,3.02404290862714e-06
"L3.Proteasome",-2.67434821056344e-06,-1.34858322862596e-06,1.96432335150869e-06,3.78139224088432e-06
"L3.Protein.digestion.and.absorption",-1.12530966029084e-05,-2.4459852650793e-06,2.61041858372834e-06,-1.6919250941749e-06
"L3.Protein.export",1.35262221051009e-07,6.47928351748533e-08,1.68516315765622e-07,1.39595405419512e-07
"L3.Protein.folding.and.associated.processing",-3.36391323088771e-08,-3.7713290555286e-08,9.16374671850328e-08,9.72943066616295e-08
