"","wunifrac.PC.1","wunifrac.PC.2","wunifrac.PC.3","wunifrac.PC.4"
"L3.Bile.secretion",0.105208328884109,0.430006884473049,0.436647393256854,0.749508848443994
"L3.Biosynthesis.and.biodegradation.of.secondary.metabolites",0.845216845716707,0.166634740812807,0.660348194882716,0.941509294704468
"L3.Biosynthesis.of.12...14..and.16.membered.macrolides",NA,NA,NA,NA
"L3.Biosynthesis.of.ansamycins",0.595648945807695,0.129588048959945,0.739344071958563,0.737502272591376
"L3.Biosynthesis.of.siderophore.group.nonribosomal.peptides",0.749387830720478,0.684301763462992,0.769098544748358,0.537533240006631
"L3.Biosynthesis.of.type.II.polyketide.backbone",NA,NA,NA,NA
"L3.Biosynthesis.of.type.II.polyketide.products",0.86136958782348,0.129052005520575,0.491495517074316,0.130250419628055
"L3.Biosynthesis.of.unsaturated.fatty.acids",0.45111364952455,0.104535546968586,0.515369756715041,0.704340190842158
"L3.Biosynthesis.of.vancomycin.group.antibiotics",0.889398310872701,0.583175918072032,0.719341230710927,0.769337515893956
"L3.Biotin.metabolism",0.673831066266282,0.316223512544812,0.677043748770765,0.343046123904871
"L3.Bisphenol.degradation",0.888092420113626,0.32510723101919,0.639599307006288,0.864653322528031
"L3.Bladder.cancer",0.466960443124734,0.00180196417615147,0.872335793048001,0.0690666991589747
"L3.Butanoate.metabolism",0.544285396352956,0.246624010773721,0.466640571148539,0.553111988593232
"L3.Butirosin.and.neomycin.biosynthesis",0.913276857111158,0.418358295718971,0.399024041997896,0.93862655652529
"L3.C5.Branched.dibasic.acid.metabolism",0.413050775437828,0.152062073994274,0.544675223590961,0.709877071216228
"L3.CAM.ligands",NA,NA,NA,NA
"L3.Caffeine.metabolism",0.371939812116538,0.838332272976923,0.867841730935577,0.863241565777167
"L3.Calcium.signaling.pathway",0.705891503187946,0.905842449174005,0.568777832965328,0.333652366420265
"L3.Caprolactam.degradation",0.10896661600675,0.0298873210320037,0.326596419620463,0.0775508111923603
"L3.Carbohydrate.digestion.and.absorption",0.523450716547749,0.628916501559429,0.244609579512246,0.08562472915262
"L3.Carbohydrate.metabolism",0.908431230528114,0.420325448858392,0.293199781343743,0.610103820116499
"L3.Carbon.fixation.in.photosynthetic.organisms",0.829192247842517,0.333702357004633,0.639583753959606,0.962429722015786
"L3.Carbon.fixation.pathways.in.prokaryotes",0.895331395683838,0.504334068655368,0.447520292197703,0.802355023029779
"L3.Cardiac.muscle.contraction",0.758516657534126,0.970096128757319,0.318162813384351,0.367959762204086
"L3.Carotenoid.biosynthesis",0.000306362642186833,0.204581483697496,0.800047198217757,0.43471598626176
"L3.Cell.cycle",NA,NA,NA,NA
"L3.Cell.cycle...Caulobacter",0.637815305797603,0.305688812896395,0.593777077234255,0.954696392155313
"L3.Cell.cycle...yeast",NA,NA,NA,NA
"L3.Cell.division",0.724708567417074,0.236724136558774,0.688457056661451,0.53724828353841
"L3.Cell.motility.and.secretion",0.821767690465688,0.438776651797402,0.448109070323829,0.453224684101589
"L3.Cellular.antigens",0.0286229269983454,0.0270963215767591,0.905462216820024,0.262460549820004
"L3.Chagas.disease..American.trypanosomiasis.",0.0999606871345506,0.0111702870479871,0.1194070991892,0.0802078188293414
"L3.Chaperones.and.folding.catalysts",0.942583518286199,0.426949888827449,0.565060950565362,0.908583543219675
"L3.Chloroalkane.and.chloroalkene.degradation",0.261902010698139,0.204407836844118,0.62022032808152,0.57646841437658
"L3.Chlorocyclohexane.and.chlorobenzene.degradation",0.034600275233557,0.136904359721446,0.873084953748469,0.0952762668403113
"L3.Cholinergic.synapse",NA,NA,NA,NA
"L3.Chromosome",0.672130035607412,0.256349551253883,0.566437092515054,0.969472055655657
"L3.Chronic.myeloid.leukemia",NA,NA,NA,NA
"L3.Circadian.rhythm...plant",0.368501510745271,0.841819080773365,0.868064657505131,0.86119530027805
"L3.Citrate.cycle..TCA.cycle.",0.859804733468972,0.810187249646781,0.300595856634876,0.911622754588882
"L3.Clavulanic.acid.biosynthesis",0.304221929000439,0.0343253626068886,0.753364678476456,0.528708226052645
"L3.Colorectal.cancer",0.744688764454635,0.986744630084438,0.339690898715082,0.360470844453719
"L3.Complement.and.coagulation.cascades",NA,NA,NA,NA
"L3.Cyanoamino.acid.metabolism",0.886569995326005,0.530005617725771,0.35325029701045,0.504759524882119
"L3.Cysteine.and.methionine.metabolism",0.583187268028517,0.210432531743007,0.563449047755858,0.899092255816992
"L3.Cytochrome.P450",NA,NA,NA,NA
"L3.Cytokine.receptors",NA,NA,NA,NA
"L3.Cytokine.cytokine.receptor.interaction",NA,NA,NA,NA
"L3.Cytoskeleton.proteins",0.606610388992431,0.168893960381113,0.601118635608241,0.759081580522426
"L3.Cytosolic.DNA.sensing.pathway",NA,NA,NA,NA
"L3.D.Alanine.metabolism",0.449125062121322,0.218249818932806,0.601952502413036,0.643514694096703
"L3.D.Arginine.and.D.ornithine.metabolism",0.0677864908184369,0.325841834370617,0.966222013071244,0.0187128232559939
"L3.D.Glutamine.and.D.glutamate.metabolism",0.876997469679214,0.318558424266673,0.486125370847355,0.808695869117562
"L3.DNA.repair.and.recombination.proteins",0.592586143958254,0.277257524480136,0.562830633787502,0.973114491968758
"L3.DNA.replication",0.679811168702545,0.356751828665108,0.604607435362597,0.928380847268258
"L3.DNA.replication.proteins",0.733437315096714,0.31272646265192,0.633338034204212,0.817760791274953
"L3.Dilated.cardiomyopathy..DCM.",NA,NA,NA,NA
"L3.Dioxin.degradation",0.385869323217957,0.0746161477534624,0.479755257733463,0.92413107142782
"L3.Drug.metabolism...cytochrome.P450",0.935540038231111,0.986574779605921,0.167504431352038,0.68750655377743
"L3.Drug.metabolism...other.enzymes",0.779872858172325,0.512221700625241,0.814510906845415,0.735519310561126
"L3.ECM.receptor.interaction",NA,NA,NA,NA
"L3.Electron.transfer.carriers",0.0789081474180053,0.128229706979212,0.525923962176894,0.186620547705187
"L3.Endocrine.and.other.factor.regulated.calcium.reabsorption",NA,NA,NA,NA
"L3.Endocytosis",0.506503366900598,0.294832944166174,0.293200959099972,0.541090058434101
"L3.Energy.metabolism",0.821583393708409,0.497130414256734,0.581080339749294,0.782016573104229
"L3.Epithelial.cell.signaling.in.Helicobacter.pylori.infection",0.466649117031614,0.139571907380842,0.686050441684529,0.767757993731759
"L3.ErbB.signaling.pathway",NA,NA,NA,NA
"L3.Ether.lipid.metabolism",0.203308342845204,0.70948253828289,0.964388103646403,0.0169778385342048
"L3.Ethylbenzene.degradation",0.673468772280649,0.837329984730022,0.757679991299406,0.19080240477774
"L3.Fat.digestion.and.absorption",NA,NA,NA,NA
"L3.Fatty.acid.biosynthesis",0.73183007250641,0.317612943047681,0.410025757587275,0.799548494405695
"L3.Fatty.acid.elongation.in.mitochondria",0.374129195066989,0.837111701883061,0.867611211372045,0.863647092311412
"L3.Fatty.acid.metabolism",0.501491079272845,0.288546858779577,0.586231809303625,0.661235562515155
"L3.Fc.epsilon.RI.signaling.pathway",NA,NA,NA,NA
"L3.Fc.gamma.R.mediated.phagocytosis",0.506503366900598,0.294832944166174,0.293200959099972,0.541090058434101
"L3.Flagellar.assembly",0.707431287774467,0.131524156013223,0.452201084665002,0.90269779391527
"L3.Flavone.and.flavonol.biosynthesis",0.575825975060912,0.560196517719703,0.956887670088129,0.902985238759378
"L3.Flavonoid.biosynthesis",0.280452001610168,0.448867782356441,0.541266059119424,0.650005872004422
"L3.Fluorobenzoate.degradation",0.144784265478805,0.0176861337785377,0.814240578696556,0.151279870336383
"L3.Focal.adhesion",NA,NA,NA,NA
"L3.Folate.biosynthesis",0.807627906518695,0.432276929266726,0.64616494187857,0.742064789711545
"L3.Fructose.and.mannose.metabolism",0.779714414742016,0.261380640964026,0.742160247667697,0.627319993380146
"L3.Function.unknown",0.668321165796698,0.206977892712638,0.427823230502404,0.607793363339446
"L3.G.protein.coupled.receptors",0.60560391298867,0.222377683492463,0.872692853353295,0.494332481233813
"L3.GTP.binding.proteins",NA,NA,NA,NA
"L3.Galactose.metabolism",0.977098566579511,0.367963942722271,0.456087288773426,0.709722929307367
"L3.Gastric.acid.secretion",NA,NA,NA,NA
"L3.General.function.prediction.only",0.694208701056064,0.294084202223056,0.595370953168019,0.888567661956003
"L3.Geraniol.degradation",0.0778094437730652,0.452058349718062,0.73655847055706,0.578952295086889
"L3.Germination",0.266830149154849,0.0264860681574634,0.714376620642347,0.618229835922465
"L3.Glioma",NA,NA,NA,NA
"L3.Glutamatergic.synapse",0.612527797297736,0.359294417964255,0.544366078820038,0.610366236961128
"L3.Glutathione.metabolism",0.984787898901368,0.799003631962906,0.550588069814278,0.587768295835282
"L3.Glycan.bindng.proteins",NA,NA,NA,NA
"L3.Glycan.biosynthesis.and.metabolism",0.535934958997551,0.648006994944083,0.0907579874270628,0.767341592044589
"L3.Glycerolipid.metabolism",0.459165514849026,0.147864365166157,0.415564799814752,0.657888492990674
"L3.Glycerophospholipid.metabolism",0.582572103674995,0.182735097591311,0.530923351748892,0.900524200073556
"L3.Glycine..serine.and.threonine.metabolism",0.572841459115256,0.34947247206714,0.714978040279329,0.946551477218847
"L3.Glycolysis...Gluconeogenesis",0.656782453638197,0.240225864193748,0.614913986522946,0.97590656373914
"L3.Glycosaminoglycan.biosynthesis...chondroitin.sulfate",0.799301367933139,0.851593039679172,0.328866997138278,0.756533654468985
"L3.Glycosaminoglycan.degradation",0.00287223012996956,0.0627108976959403,0.927596008130598,0.688030657330231
"L3.Glycosphingolipid.biosynthesis...ganglio.series",0.00115778463390224,0.0599629070188865,0.823757488779207,0.633414582913413
"L3.Glycosphingolipid.biosynthesis...globo.series",0.0442384974442505,0.599587487322936,0.584265332965237,0.839285584125691
"L3.Glycosphingolipid.biosynthesis...lacto.and.neolacto.series",0.0728188058641537,0.966113394611226,0.528262770769146,0.211813293421069
"L3.Glycosylphosphatidylinositol.GPI..anchor.biosynthesis",NA,NA,NA,NA
"L3.Glycosyltransferases",0.807946985345475,0.422926240689338,0.560675281695263,0.678518656088209
"L3.Glyoxylate.and.dicarboxylate.metabolism",0.665960880538507,0.246045966997122,0.610098186815761,0.816127710919262
"L3.GnRH.signaling.pathway",0.506503366900598,0.294832944166174,0.293200959099972,0.541090058434101
"L3.Hedgehog.signaling.pathway",NA,NA,NA,NA
"L3.Hematopoietic.cell.lineage",NA,NA,NA,NA
"L3.Hepatitis.C",NA,NA,NA,NA
"L3.Histidine.metabolism",0.853445239180537,0.458146780845733,0.550460871060454,0.935298269679059
"L3.Homologous.recombination",0.691568458830561,0.330172419463579,0.547606737637783,0.879178673141985
"L3.Huntington.s.disease",0.713381412784969,0.375091916475507,0.369889394254894,0.95916234639137
"L3.Hypertrophic.cardiomyopathy..HCM.",0.828162856460341,0.893604401889962,0.321904325856029,0.723776215687856
"L3.Indole.alkaloid.biosynthesis",NA,NA,NA,NA
"L3.Influenza.A",0.744688764454635,0.986744630084438,0.339690898715082,0.360470844453719
"L3.Inorganic.ion.transport.and.metabolism",0.804837354923581,0.432469267658032,0.381997710707976,0.402962952391861
"L3.Inositol.phosphate.metabolism",0.899193727637437,0.632077277088023,0.654940917900118,0.956997506856531
"L3.Insulin.signaling.pathway",0.932011457309076,0.371786271682801,0.362525636338671,0.90826406476888
"L3.Ion.channels",0.643030479333216,0.540000747886864,0.640588825771791,0.14883461891376
"L3.Isoflavonoid.biosynthesis",0.842108092082971,0.942176462730399,0.180995892721517,0.317784291639561
"L3.Isoquinoline.alkaloid.biosynthesis",0.979218659455639,0.661166704273601,0.88692930429135,0.769637385307556
"L3.Leishmaniasis",NA,NA,NA,NA
"L3.Leukocyte.transendothelial.migration",NA,NA,NA,NA
"L3.Limonene.and.pinene.degradation",0.334567852868833,0.417777916681306,0.662865347385002,0.729486019811864
"L3.Linoleic.acid.metabolism",0.961455527447864,0.319616131271388,0.508205525735172,0.710352763524632
"L3.Lipid.biosynthesis.proteins",0.871238049423431,0.474844026696544,0.412056670527148,0.82201191766149
"L3.Lipid.metabolism",0.566173156996906,0.10192352352875,0.4146466995181,0.831325032237965
"L3.Lipoic.acid.metabolism",0.103919904632714,0.0603820425370973,0.723773342518717,0.886225144707062
"L3.Lipopolysaccharide.biosynthesis",0.438819188638166,0.104171957794612,0.52067945631738,0.455959715597398
"L3.Lipopolysaccharide.biosynthesis.proteins",0.467745004430772,0.287381813610504,0.538476302726759,0.554220383430633
"L3.Long.term.depression",NA,NA,NA,NA
"L3.Long.term.potentiation",NA,NA,NA,NA
"L3.Lysine.biosynthesis",0.509601015135004,0.209656058541657,0.643921811826242,0.949606885601114
"L3.Lysine.degradation",0.358420383426303,0.29635563822745,0.592306493326529,0.864980583314505
"L3.Lysosome",0.0211341249427666,0.071826046893093,0.957432782570128,0.809169926588721
"L3.MAPK.signaling.pathway",NA,NA,NA,NA
"L3.MAPK.signaling.pathway...yeast",0.700381585594687,0.862003315694269,0.969068216170025,0.941151861044966
"L3.Measles",NA,NA,NA,NA
"L3.Meiosis...yeast",0.789204729676291,0.598197652502647,0.00937221666059117,0.343625931526635
"L3.Melanogenesis",0.945184374167102,0.209181899408965,0.463647184846362,0.109941021335903
"L3.Membrane.and.intracellular.structural.molecules",0.208531361773422,0.895112926670396,0.499271875872048,0.777238459354722
"L3.Metabolism.of.cofactors.and.vitamins",0.348078345515197,0.112595637650843,0.450101595721482,0.213903293400228
"L3.Metabolism.of.xenobiotics.by.cytochrome.P450",0.918417167915259,0.994857435359818,0.163798369054428,0.671294964132652
"L3.Methane.metabolism",0.502355162404716,0.177550976147626,0.690627429179704,0.877115332100148
"L3.Mineral.absorption",0.875227297308033,0.246859424300169,0.850340588960311,0.0131853600608346
"L3.Mismatch.repair",0.631664717337417,0.269560637247898,0.579414525581162,0.973866548978188
"L3.N.Glycan.biosynthesis",0.552062957838655,0.990209995591133,0.645577725975806,0.0972488980069556
"L3.NOD.like.receptor.signaling.pathway",0.731542167529525,0.574197505512887,0.62119989088491,0.609885604426626
"L3.Naphthalene.degradation",0.927968263727298,0.628713507025506,0.602198970017369,0.534613955228396
"L3.Neuroactive.ligand.receptor.interaction",NA,NA,NA,NA
"L3.Neurotrophin.signaling.pathway",NA,NA,NA,NA
"L3.Nicotinate.and.nicotinamide.metabolism",0.677296876531043,0.340217939556684,0.519313321318569,0.93228370455261
"L3.Nitrogen.metabolism",0.692105154019509,0.423102262872584,0.589603333526735,0.70651135677675
"L3.Nitrotoluene.degradation",0.165290741397826,0.0360386110196436,0.614251568147909,0.552704961326053
"L3.Non.homologous.end.joining",0.530987929730327,0.17940192152067,0.536640562900638,0.00333412227432256
"L3.Notch.signaling.pathway",NA,NA,NA,NA
"L3.Novobiocin.biosynthesis",0.605657229448847,0.259210125999069,0.577336407851532,0.915898266113621
"L3.Nucleotide.excision.repair",0.598356772639433,0.23636556584644,0.493732678784862,0.908338084047914
"L3.Nucleotide.metabolism",0.227363194499344,0.0309131495773524,0.395742313753983,0.22694512435924
"L3.Olfactory.transduction",NA,NA,NA,NA
"L3.One.carbon.pool.by.folate",0.832301916158789,0.453342369088797,0.622048299192561,0.802011700726538
"L3.Oocyte.meiosis",NA,NA,NA,NA
"L3.Other.glycan.degradation",0.143199535320509,0.361573363072408,0.663360605911984,0.953050554191504
"L3.Other.ion.coupled.transporters",0.838062086180432,0.425858009155014,0.541999566517962,0.845846474334067
"L3.Other.transporters",0.841268481959453,0.361087979100556,0.489633785641123,0.899800669686021
"L3.Other.types.of.O.glycan.biosynthesis",NA,NA,NA,NA
"L3.Others",0.633136380815945,0.328961279870982,0.417761410137433,0.755200958214162
"L3.Oxidative.phosphorylation",0.736615940273754,0.31171560748321,0.512240331406181,0.931523434924054
"L3.PPAR.signaling.pathway",0.521176052527818,0.992683917743081,0.574349362802009,0.406347042426451
"L3.Pancreatic.cancer",NA,NA,NA,NA
"L3.Pancreatic.secretion",NA,NA,NA,NA
"L3.Pantothenate.and.CoA.biosynthesis",0.599992821202079,0.192602139254914,0.629383305219657,0.936994340630494
"L3.Parkinson.s.disease",0.755714231749375,0.974024349745492,0.322449746925327,0.366516272715054
"L3.Pathogenic.Escherichia.coli.infection",NA,NA,NA,NA
"L3.Pathways.in.cancer",0.753064959104484,0.485706252578096,0.411917338390629,0.931128674158753
"L3.Penicillin.and.cephalosporin.biosynthesis",0.195337575811906,0.251423858718201,0.62615508241214,0.410832648928497
"L3.Pentose.and.glucuronate.interconversions",0.913013127175477,0.440841260375282,0.668674708669709,0.889832310468874
"L3.Pentose.phosphate.pathway",0.625525348824181,0.244207817077949,0.671559910678342,0.807682068225059
"L3.Peptidases",0.700103559490579,0.28787084381846,0.570362098584696,0.946250447658885
"L3.Peptidoglycan.biosynthesis",0.512174080721169,0.219782166477321,0.567451970601036,0.977377917495107
"L3.Peroxisome",0.709881434083755,0.749488759894844,0.57437289329736,0.845399653519958
"L3.Pertussis",0.112326635923748,0.270898311227305,0.549255835685888,0.761394304468921
"L3.Phagosome",NA,NA,NA,NA
"L3.Phenylalanine.metabolism",0.907623855322971,0.553299679395432,0.407180336982601,0.803290042889627
"L3.Phenylalanine..tyrosine.and.tryptophan.biosynthesis",0.574834855227876,0.180619202840791,0.569602898662054,0.783486871758936
"L3.Phenylpropanoid.biosynthesis",0.841980681126358,0.637143918616448,0.300449347825563,0.333154881307376
"L3.Phosphatidylinositol.signaling.system",0.954247381899673,0.708189994173333,0.435099808628299,0.97944011423278
"L3.Phosphonate.and.phosphinate.metabolism",0.676640686643807,0.287380941599416,0.278965733791471,0.8319697694227
"L3.Phosphotransferase.system..PTS.",0.258228964258741,0.040394152055125,0.82181080688398,0.238403212174556
"L3.Photosynthesis",0.489637022748982,0.119032294518754,0.608956652446256,0.72412265091796
"L3.Photosynthesis...antenna.proteins",0.694733799192791,0.915843837281709,0.564084257121558,0.341163086033488
"L3.Photosynthesis.proteins",0.487311310108186,0.119991930913008,0.601712302429528,0.727344537426263
"L3.Phototransduction",NA,NA,NA,NA
"L3.Phototransduction...fly",NA,NA,NA,NA
"L3.Plant.pathogen.interaction",0.639241092294573,0.170749497011512,0.509116998855946,0.846023554628232
"L3.Polycyclic.aromatic.hydrocarbon.degradation",0.71891084484565,0.305201946880139,0.56721689941098,0.913470067034146
"L3.Polyketide.sugar.unit.biosynthesis",0.946454072925894,0.430603982093371,0.629861753207854,0.676586751323295
"L3.Pores.ion.channels",0.13309087725162,0.329648788742385,0.610269528130683,0.92783139062846
"L3.Porphyrin.and.chlorophyll.metabolism",0.248458448993433,0.183578703335723,0.789993480112229,0.74596217758055
"L3.Prenyltransferases",0.872456179353314,0.556683189074969,0.540552512710681,0.994078131758675
"L3.Primary.bile.acid.biosynthesis",0.276222094810903,0.258254522957356,0.522933944823222,0.589058187840634
"L3.Primary.immunodeficiency",0.842261972146261,0.536531535875383,0.630851837210926,0.483279725492893
"L3.Prion.diseases",0.0825343565297543,0.70946207850798,0.612373036098704,0.301459984802089
"L3.Progesterone.mediated.oocyte.maturation",0.840755259008097,0.50706516113193,0.560564588240038,0.85143590358128
"L3.Propanoate.metabolism",0.418271364364323,0.232935223773113,0.551064386920857,0.939478909083585
"L3.Prostate.cancer",0.993387913336554,0.661360282956152,0.371828097407275,0.902946827275793
"L3.Proteasome",0.763249037736551,0.419632711485694,0.469825671913558,0.963628280435914
"L3.Protein.digestion.and.absorption",0.00591657279374868,0.0209416770465767,0.713222064766073,0.584285410953886
"L3.Protein.export",0.64550700286835,0.326367637630846,0.498407095501557,0.920012316899833
"L3.Protein.folding.and.associated.processing",0.460622818202523,0.337140717199441,0.601105057901321,0.651319925906101
"L3.Protein.kinases",0.398951457236704,0.113285071612554,0.646737332804315,0.846570856323852
"L3.Protein.processing.in.endoplasmic.reticulum",0.29112432314639,0.587614415412798,0.834894068266586,0.54327532542088
"L3.Proximal.tubule.bicarbonate.reclamation",0.0385891243005832,0.941385686958513,0.220315920569693,0.121171095851616
"L3.Purine.metabolism",0.574575553682787,0.267403833281256,0.606437228027247,0.823550175709538
"L3.Pyrimidine.metabolism",0.629617267041945,0.315248350487342,0.604352699336211,0.929675266558978
"L3.Pyruvate.metabolism",0.704151002609631,0.235555776745419,0.60988301226811,0.832811035440503
"L3.RIG.I.like.receptor.signaling.pathway",0.0361892396084446,0.47692282092054,0.68607502056683,0.856652648795284
"L3.RNA.degradation",0.715225838939901,0.43457992750435,0.598490662414354,0.980141914616319
"L3.RNA.polymerase",0.392507344213771,0.196919477195352,0.667173446200794,0.967419870885233
"L3.RNA.transport",0.428274587327129,0.107865089781051,0.6252883214372,0.905423112698083
"L3.Regulation.of.actin.cytoskeleton",NA,NA,NA,NA
"L3.Renal.cell.carcinoma",0.29731749320741,0.402855942667035,0.115072666001396,0.0469329498866862
"L3.Renin.angiotensin.system",0.607886525351883,0.670566925342767,0.288548361337034,0.603462431453844
"L3.Replication..recombination.and.repair.proteins",0.367161940086818,0.144320165586702,0.633960305388344,0.836868524129841
"L3.Restriction.enzyme",0.227107362433926,0.976583513999794,0.648255286544037,0.396686507282768
"L3.Retinol.metabolism",0.358021236092624,0.601714009154966,0.0843583290196142,0.804558169642118
"L3.Rheumatoid.arthritis",NA,NA,NA,NA
"L3.Riboflavin.metabolism",0.862105514924267,0.298565388729587,0.696747997948079,0.98261223517714
"L3.Ribosome",0.574104385087524,0.292795561806543,0.532670218413124,0.941988347210485
"L3.Ribosome.Biogenesis",0.50116870410526,0.206524005810454,0.522739831017321,0.960451947902994
"L3.Ribosome.biogenesis.in.eukaryotes",0.57075381385553,0.262358099693876,0.380452533888258,0.994111894906114
"L3.Salivary.secretion",NA,NA,NA,NA
"L3.Secondary.bile.acid.biosynthesis",0.235608411138292,0.290354797012539,0.500471070230436,0.680738928593872
"L3.Secretion.system",0.546990786199946,0.149967701403049,0.403572746926289,0.89799681165767
"L3.Selenocompound.metabolism",0.522085664216513,0.189140440082575,0.658416589038471,0.725748861717423
"L3.Sesquiterpenoid.biosynthesis",NA,NA,NA,NA
"L3.Shigellosis",0.593403546120366,0.453307741894395,0.251893990570084,0.552379292554005
"L3.Signal.transduction.mechanisms",0.306160759872657,0.136058420169292,0.656111152076662,0.905441524020363
"L3.Small.cell.lung.cancer",0.744688764454635,0.986744630084438,0.339690898715082,0.360470844453719
"L3.Sphingolipid.metabolism",0.264971932318756,0.638673717626651,0.443917013170224,0.83602564112239
"L3.Spliceosome",NA,NA,NA,NA
"L3.Sporulation",0.25412446739957,0.0452581521645755,0.6982784008326,0.915298965195492
"L3.Staphylococcus.aureus.infection",0.106119325738156,0.343383276834554,0.619299778782266,0.416908275476028
"L3.Starch.and.sucrose.metabolism",0.83781377621154,0.299641146394322,0.457268757157242,0.616389062534116
"L3.Steroid.biosynthesis",0.366738209421837,0.839213823775681,0.88538135761436,0.836288717500063
"L3.Steroid.hormone.biosynthesis",0.00621079316309393,0.0789869338721955,0.995454615369322,0.930861701639045
"L3.Stilbenoid..diarylheptanoid.and.gingerol.biosynthesis",0.41846332912087,0.240396188987245,0.820821216359963,0.434288220141244
"L3.Streptomycin.biosynthesis",0.872542326583353,0.463510396766007,0.550775118459465,0.737534161693117
"L3.Styrene.degradation",0.162369845684957,0.0247132218735198,0.955682687837258,0.493154780625241
"L3.Sulfur.metabolism",0.916875175709213,0.434507674376691,0.539377359430577,0.883493339112002
"L3.Sulfur.relay.system",0.480566154981498,0.0890472853895706,0.49386522274724,0.910351394007961
"L3.Synthesis.and.degradation.of.ketone.bodies",0.337665210570026,0.181306196647436,0.938756599362723,0.0588096130167504
"L3.Systemic.lupus.erythematosus",0.333639311530546,0.956148002945901,0.939796953396324,0.877684503298315
"L3.TGF.beta.signaling.pathway",NA,NA,NA,NA
"L3.Taurine.and.hypotaurine.metabolism",0.767137389658888,0.505735509465812,0.637852297144939,0.66763425495424
"L3.Terpenoid.backbone.biosynthesis",0.572584836489791,0.351755215112979,0.657190766691858,0.830749997380486
"L3.Tetracycline.biosynthesis",0.478984743859658,0.141883452638748,0.518200127693151,0.818397355730079
"L3.Thiamine.metabolism",0.596299413928261,0.232327044866815,0.656046795723711,0.987146483409668
"L3.Tight.junction",NA,NA,NA,NA
"L3.Toluene.degradation",0.959029672515366,0.792064169782916,0.0837433053157001,0.793140587687758
"L3.Toxoplasmosis",0.744688764454635,0.986744630084438,0.339690898715082,0.360470844453719
"L3.Transcription.factors",0.319383510779578,0.0871355744923772,0.663477093117084,0.776853316586971
"L3.Transcription.machinery",0.887568647516543,0.430514573938823,0.598655491067316,0.7123960442605
"L3.Transcription.related.proteins",0.64845878645415,0.0578911556517683,0.0115505354892319,0.156047034423044
"L3.Translation.factors",0.595868530873419,0.320151378267775,0.561207784445279,0.991563300447967
